coll_id,coll_name
52985,Wrong Turn Collection
1565,28 Days/Weeks Later Collection
295,Pirates of the Caribbean Collection
86117,Johnny English Collection
194752,Trilogie
289531,Gator Collection
221111,S.W.A.T. Collection
91427,Agent Cody Banks Collection
91799,Tremors Collection
7505,Elements Trilogy
330892,Sides of the Bed
201576,The Cabin Fever Collection
10457,Once Upon a Time in China Collection
2326,Underworld Collection
409138,Yossi Collection
201778,Dorm Daze Collection
187736,Leningrad Cowboys Collection
168880,Beethoven Collection
11794,Ginger Snaps Collection
117927,House of the Dead Collection
2883,Kill Bill Collection
425175,Texas Chainsaw (Reboot) Collection
96472,Brother Bear Collection
264335,The Eye Collection
478628,Sherlock Holmes (1939 series)
423173,Bad Santa Collection
45154,Darkman Collection
208765,Europa Trilogy
151263,WarGames Collection
397444,Kindergarten Cop Collection
16302,Battle Royale Collection
43066,Teen Wolf Collection
19285,Leprechaun Collection (Original Series)
144689,Honey Collection
114783,Cheaper by the Dozen Collection
245129,Pumping Iron Collection
157890,The Matt Helm Collection
52749,The Butterfly Effect Collection
353721,You Got Served Collection
158373,The Lost Skeleton Collection
201930,Blacula Collection
1952,USA: Land of Opportunities Collection
17235,Hellboy Collection
86334,The Prince & Me Collection
299748,Walking Tall Collection
99606,Mean Girls Collection
109608,Van Helsing Collection
205977,The Kingdom
404111,100 Girls Collection
10441,Babylon 5 Collection
126166,The Delta Force Collection
272673,Cat People Collection
159340,Bang Rajan Collection
14246,Sniper Collection
478442,Lammbock Collection
122945,The Legend Collection
123740,Vampire Karnstein (Hammer series)
308153,The Cheerleaders - Collection
48829,The Streetfighter Collection
145494,The Gidget Collection
286935,Silence of God Trilogy by Ingmar Bergman
185667,The Complete Monterey Pop Festival
58588,Infernal Affairs Collection
349889,Robot Jox Collection
434533,Death Race Original Collection
434270,Lew Harper Collection
95891,In China They Eat Dogs Collection
289288,Per Fly trilogien (Samling)
192532,Dead or Alive Collection
11140,Dr. Mabuse Collection
145901,Lupin the Third Collection
448468,Grey Gardens Collection
86115,Garfield Collection
475802,Super Size Me Collection
85473,The Human Condition
476054,The Hitcher (1986) Collection
145784,The Philadelphia Experiment - Collezione
211721,Taxi Collection
280539,Lassie (Kinofilme)
93791,Anchorman Collection
437451,Cinderella Story Collection
138163,Trylogia Sienkiewicza
306882,Thunderbirds (Animation) Collection
171586,PTU Collection
30663,Harold & Kumar Collection
115762,AVP Collection
146534,Without a Paddle Collection
374418,The Mangler Collection
136218,Night of the Demons Collection
168186,Witchboard Collection
256297,It's Alive Collection
1974,The Grudge Collection
656,Saw Collection
468222,The Incredibles Collection
52984,National Treasure Collection
275402,SpongeBob Collection
208602,That's Entertainment Collection
48802,I Love a Mystery movie series
438087,Topper Collection
158365,Why We Fight
426985,Ivan The Terrible Collection
84923,The Orphic Trilogy
135508,Allan Quatermain (1950 series)
12077,St. Trinian's Collection
102452,Samurai Collection
94039,Asterix and Obelix (Animation) Collection
161766,Gamera Films
212525,Trinità  Collection
308465,The Emigrants Collection
105764,The Tall Blond Man Collection
102128,Lone Wolf and Cub Collection
409026,Nobody Collection
157504,Walking Tall Original Collection
39438,Emmanuelle Collection
391040,Gone in 60 Seconds Trilogy
211860,Mountain Family Robinson Collection
405256,Dolemite Collection
107473,Ирония судьбы (Коллекция)
334563,The Sister Street Fighter Collection
294834,Vixens Collection
188458,Trilogy of Terror Collection
255702,The Rutles Collection
52835,French Fried Vacation
14095,Barefoot Gen Collection
133830,Star Wars: The Ewok Adventures Collection
256296,"Silent Night, Deadly Night Collection"
94035,Anne of Green Gables Collection
284111,Barbarian Queen Collection
430201,Demons Collection
155421,Mr. Vampire Collection
74083,Flodder Collection
99635,A Better Tomorrow Collection
160468,The Frogtown Collection
324149,Koker Trilogy
9046,A Chinese Ghost Story Collection
98435,Patlabor Collection
476066,Begotten Collection
361140,House of Angels Collection
151861,Lonesome Dove Collection
192167,The Bride with White Hair Collection
86341,Fortress Collection
278467,Trilogía de la violencia de Michael Haneke
309259,Naked Collection
473943,Gonin collection
190435,Street Fighter Collection
203178,Jack Frost Collection
137913,The Hunters Collection
203910,Pusher Collection
362047,Bikini Summer Collection
142717,The Cremaster Cycle
108043,Hamilton Collection
2248,Torrente Collection
344936,Unna Trilogie
149191,Lady Snowblood Collection
404770,Superman (DC Universe Animated) Collection
96850,Evangelion Collection
338416,Kirikou
107462,Osobennosti Natsionalnoy ... - Collection
268014,The Big Bottom Box
164394,If These Walls Could Talk Collection
206072,Running Out Of Time Collection
426370,The Wog Boy Collection
103190,The Female Prisoner Series
379475,Batman Beyond Collection
2396,Asterix and Obelix Collection
473850,My Sassy Girl Collection
118657,Annika Bengtzon Collection
101676,My Wife is a Gangster Collection
386495,Fubar Collection
4563,The Vengeance Collection
308645,The Foreigner Collection
24726,Johan Falk Collection
279836,Herr Lehmann Filmreihe
1972,Ju-on Collection
377545,Samurai Trilogy
192541,The Twins Effect Collection
371950,Dark Woods Collection
126580,One Missed Call Collection
53154,Inuyasha Collection
94589,Ong Bak Collection
306063,Saints and Soldiers Collection
86113,Open Water Collection
475520,The Yes Men Collection
107461,Bummer Collection
101246,Azumi Collection
476065,What the Bleep! Collection
102777,White Noise Collection
191023,The Yakuza Papers Collection
251858,Brancaleone Collection
87800,Appleseed Collection
11875,Pippi Longstocking
413937,Father Flanagan Collection
275873,Dr. Who Collection
176118,The Are We Collection
149704,Alone in the Dark Collection
96937,The Boogeyman Collection
437628,Constantine Collection
3106,World of Watches Collection
384920,"No Retreat, No Surrender Collection"
169851,The ChubbChubbs Collection
108170,The Blind Dead Collection
101646,Vares Collection
385721,Zu Warriors Collection
135179,Sin City Collection
167691,Trilogy of Life
97919,The Love Comes Softly Collection
96887,Zatôichi: The Blind Swordsman
441443,Ukraine Trilogy
14740,Madagascar Collection
17368,The Sisterhood of the Traveling Pants Collection
263,The Dark Knight Collection
150954,My Friends Collection
9744,Fantastic Four Collection
131780,Whispering Corridors Collection
332357,The Dukes Of Hazzard Collection
220448,Mr. Wong Collection
93731,Waiting Collection
152544,Green Street Hooligans Collection
174386,Into the Blue Collection
110177,Goal! Collection
206921,Star Wreck Collection
298820,American Pie (Spin-off) Collection
65249,Tarzan (Johnny Weissmuller series)
285564,Jarhead Collection
268098,Wolf Creek Collection
87258,The Descent Collection
321061,The Wild Geese Collection
420,The Chronicles of Narnia Collection
378268,Havoc Collection
117952,The Dentist Collection
107471,Yamakasi - Collection
85946,District 13 Collection
97307,BloodRayne Collection
86578,Hostel Collection
87255,Hoodwinked! Collection
189159,Project A Collection
148324,Uuno Turhapuro
35792,Nanny McPhee Collection
157626,The Comedians Of Comedy Collection
130440,The Pink Panther (Steve Martin) Collection
123218,Troll Collection
55428,Curious George Collection
124188,Pulse Collection
159613,Election Collection
286904,Ultimate Avengers Collection
8918,The Hills Have Eyes (Reboot) Collection
64748,Silent Hill Collection
251970,The Protector Collection
158038,Die Nibelungen Collection
115776,Robert Langdon Collection
87118,Cars Collection
296872,See No Evil Collection
87253,High School Musical Collection
351721,The Sheriff and the Satellite Kid Collection
246091,Krrish Collection
85943,Night at the Museum Collection
64751,Crank Collection
86092,Step Up Collection
417491,Bon Cop Bad Cop Collection
156240,The Heroic Trio Collection
44917,Swordsman Collection
66761,Open Season Collection
166373,The Marine Collection
98430,Feast Collection
261382,Clint Eastwood's Iwo Jima Collection
266846,Corto Maltese
92012,Happy Feet Collection
91588,OSS 117 Collection
297371,Reeker Collection
123717,She Collection
102008,Another Gay Movie Collection
123438,Loose Change Collection
141084,Happily N'Ever After Collection
160727,Stomp the Yard Collection
85817,Arthur and the Invisibles Collection
11582,Don Camillo Collection
96680,Smokin' Aces Collection
164395,The Messengers Collection
376970,Cocaine Cowboys
436982,SPL Collection
101385,Trailer Park Boys Collection
90306,Ghost Rider Collection
159603,Kidulthood Collection
108125,The 36th Chamber of Shaolin Collection
187089,Emil i Lönneberga
285130,2001 Maniacs Collection
269190,The Ultimate Collection
125570,300 Collection
86112,Vacancy Collection
375228,The Condemned Collection
254636,Maniac Cop Collection
376863,This is England Collection
85890,The Librarian Collection
325798,Star Crash Collection
436295,Surf's Up Collection
339577,Grindhouse Collection
8650,Transformers Collection
86797,Arn collection
369380,If I Were You Collection
2704,The Bible Collection
442352,Brice Collection
126209,Halloween (Rob Zombie Series) Collection
138908,2 Days In... Collection
353754,Trilogía Sollima
45355,Kevin Smith: Silent Bob Speaks!
91660,30 Days of Night Collection
143588,Why Did I Get Married Collection
119581,Elite Squad Collection
140758,Decoys Collection
464270,The Man from Earth Collection
390096,Hitman Collection
167613,Alvin and the Chipmunks Collection
13800,Futurama Collection
113679,Design Trilogy
472781,Inoshika Ocho series
264339,The Hamiltons Collection
215456,Keinohrhasen Filmreihe
91697,Battlestar Galactica (Reboot) Collection
74508,[REC] Collection
122922,In the Name of the King Collection
124901,Hatchet Collection
286177,Footsoldier Collection
96682,Zeitgeist Collection
238419,Anders Matthesen
96676,Never Back Down Collection
385720,Zebraman Collection
232844,Nim's Island Collection
124881,Street Kings Collection
108804,Outpost Collection
131292,Iron Man Collection
135483,Taken Collection
44215,Stargate SG-1 Collection
50457,Sex and the City Collection
77816,Kung Fu Panda Collection
314917,Flesh Gordon Collection
462400,Wanted - Collection
369005,Ten Minutes Older... (Collection)
25542,An American Girl Collection
363015,Frosty the Snowman Collection
458558,Mamma Mia! Collection
76291,Simon Brenner Collection
72547,Journey Collection
102019,Death Note Collection
118828,Space Chimps Collection
108502,The Discworld Collection
96677,Red Cliff Collection
86116,Death Race Collection
105324,Mirrors Collection
3292,Tulse Luper
266731,Cat Stevens y Hutch Bessy Trilogy
321065,The Sabata Collection
141615,Niko - Coleccion
123932,Quarantine Collection
476063,Guinea Pig Collection
192174,Crows Collection
148055,Camp Rock Collection
87256,Beverly Hills Chihuahua Collection
158376,Hanzo the Razor Collection
124930,King of the Zombies Collection
33514,The Twilight Collection
280562,The Guyver Collection
86774,Che Collection
201061,War of the Worlds Collection
230532,Marley & Me Collection
59235,Jesse Stone Collection
70068,Ip Man Collection
251383,The Gamers Collection
85945,The Mesrine Collection
195646,Galaxy Express 999 Collection
328372,Mall Cop Collection
96661,Afro Samurai Collection
47627,Trancers Collection
156152,La Trilogie Marseillaise
169740,The Haunting in Connecticut Collection
477050,Takashi Miike's Young Thugs series
24761,The Millennium Collection
110041,Naked Fear Collection
286006,Rest Stop Collection
183256,Kiler Collection
457550,Sugata Sanshirō Collection
265782,The Desert Collection
453993,The Wolverine Collection
115575,Star Trek: Alternate Reality Collection
413661,Charlie Chan (Sidney Toler) Collection
10964,Flatfoot Collection
240156,Sami Swoi Collection
140612,Fullmetal Alchemist Collection
86119,The Hangover Collection
165743,Ranma Collection
261240,U Pana Boga Collection
286038,Dead Snow Collection
373918,Garfield (Animation) Collection
75014,How I Unleashed World War II
26863,Caprinos Eventyrlige Verden
350836,Dark Planet Collection
165369,The Collector Collection
135468,G.I. Joe (Live-Action) Collection
221622,12 Rounds Collection
353708,Kill Buljo Collection
210303,Rebuild of Evangelion
190135,Love Hina Collection
404148,Olympia
109044,Shadow Warriors
37261,The Carry On Collection
141448,Fuga de cerebros - Collection
158643,Laid to Rest Collection
177467,Cloudy with a Chance of Meatballs Collection
41437,Paranormal Activity Collection
378025,Die Fritz Lang Indien-Edition
368982,MVP
282246,Mickey's Upon a Christmas Collection
175722,The Gorky Collection
87096,Avatar Collection
102322,Sherlock Holmes Collection
209739,MacGyver (TV Movies) Collection
244242,Ninja Collection
264481,Mega Shark Collection
242587,Rudolph the Red-Nosed Reindeer Collection
38451,Charlie Chan (Warner Oland) Collection
454520,Captain Harlock Collection
475511,Steal This Film Collection
179919,Percy Jackson Collection
222634,Tooth Fairy Collection
261307,Alice in Wonderland Collection
86668,Elektra Luxx Collection
379920,Deadly Prey Collection
380006,Mondo Cane Collection
46082,Ma and Pa Kettle Collection
313576,Hot Tub Time Machine Collection
89137,How to Train Your Dragon Collection
458017,Tom and Jerry Collection
86780,Clash of the Titans Collection
179892,Kick-Ass Collection
97156,Varg Veum Collection
86110,Diary of a Wimpy Kid Collection
314042,Onomichi Trilogy
168618,The Moment After Collection
142182,Bananas!* Collection
211075,Panda! Go Panda! Collección
96671,The Human Centipede Collection
119234,Stray Cat Rock Collection
12141,3 Men (Original) Collection
435347,男はつらいよ シリーズ
264434,Demonic Toys Collection
429234,Trilogia Zé do Caixão
463068,Täällä Pohjantähden alla (Timo Koivusalo)
283417,Rampage Collection
33878,Destricted
86066,Despicable Me Collection
180546,Grown Ups Collection
303872,Little Nicholas Collection
126125,The Expendables Collection
104830,Piranha 3D Collection
294172,Tekken Collection
257899,The President's Man Collection
425164,Dragon Ball Z (Movie) Collection
177675,The Last Exorcism Collection
225543,Gasland Collection
210006,Machete Collection
360342,Tarzan (Lex Barker series)
278920,Vampires Suck Collection
220872,Men in the City Collection
290933,Superman / Batman (Animated) Collection
89959,Mr. Moto Collection
306926,Monsters Collection
295777,Korengal Valley Documentaries
163902,RED Collection
11118,The Olsen Gang Collection
166844,Sammy's Adventure Collection
324371,The Riffs Trilogy
167716,The Bill Douglas Trilogy
463959,Tangled Collection
129293,The Dick Proenneke Collection
395556,The August Underground Collection
412736,Rare Exports Collection
201548,The One-Armed Swordsman Collection
461937,"Sarah, Plain and Tall Collection"
322330,Garfield Holiday Celebrations
441682,Klovn
395466,Tere Bin Laden Collection
